fc′,as,ec,fpe,Pu,Mu,Vu,carbon,ID
28.0,99.0,0.175,325.5,611.0155272445824,139.8232464917108,8.148793990286542,16.65411779534618,153
28.0,99.0,0.175,372.0,608.6217072445822,142.9153844636117,8.148713198861543,16.65411779534618,154
28.0,99.0,0.175,418.5,606.2278872445822,146.01444994491624,8.14863240743654,16.65411779534618,155
28.0,99.0,0.175,465.0,603.8340672445823,149.07635022540802,8.148551616011542,16.65411779534618,156
28.0,99.0,0.175,511.5,601.4402472445822,152.14178434572995,8.148470824586543,16.65411779534618,157
28.0,99.0,0.175,558.0,599.0464272445822,155.16697121825646,8.148390033161542,16.65411779534618,158
28.0,99.0,0.175,604.5,596.6526072445823,158.19431592210256,8.148309241736543,16.65411779534618,159
28.0,99.0,0.175,651.0,594.2587872445823,161.20905010775363,8.148228450311542,16.65411779534618,160
28.0,99.0,0.175,697.5,591.8649672445822,164.19472719818268,8.148147658886542,16.65411779534618,161
28.0,99.0,0.175,744.0,589.4711472445822,167.16629861211604,8.148066867461543,16.65411779534618,162
28.0,99.0,0.175,790.5,587.0773272445823,169.8126391566339,8.147986076036542,16.65411779534618,163
28.0,99.0,0.175,837.0,584.6835072445823,169.10252230459636,8.147905284611541,16.65411779534618,164
28.0,99.0,0.175,883.5,582.2896872445822,168.40787309515764,8.147824493186542,16.65411779534618,165
28.0,99.0,0.175,930.0,579.8958672445823,167.73678011428075,8.147743701761542,16.65411779534618,166
28.0,99.0,0.175,976.5,577.5020472445823,167.0574543617705,8.147662910336543,16.65411779534618,167
28.0,99.0,0.175,1023.0,575.1082272445823,166.403551535807,8.147582118911544,16.65411779534618,168
28.0,99.0,0.175,1069.5,572.7144072445823,165.74352824080395,8.147501327486541,16.65411779534618,169
28.0,99.0,0.175,1116.0,570.3205872445823,165.5111812477797,8.147420536061542,16.65411779534618,170
28.0,99.0,0.175,1162.5,567.9267672445823,165.5111812477797,8.147339744636541,16.65411779534618,171
28.0,99.0,0.175,1209.0,565.5329472445823,165.5111812477797,8.147258953211542,16.65411779534618,172
28.0,99.0,0.175,1255.5,563.1391272445823,165.5111812477797,8.147178161786542,16.65411779534618,173
28.0,99.0,0.175,1302.0,560.7453072445822,165.5111812477797,8.147097370361543,16.65411779534618,174
28.0,99.0,0.2,0.0,627.7722672445823,139.08595899564378,8.149359530261542,16.65411779534618,175
28.0,99.0,0.2,46.5,625.3784472445823,138.06786442688414,8.149278738836543,16.65411779534618,176
28.0,99.0,0.2,93.0,622.9846272445823,137.13252264523402,8.149197947411542,16.65411779534618,177
28.0,99.0,0.2,139.5,620.5908072445824,136.27326161794417,8.149117155986541,16.65411779534618,178
28.0,99.0,0.2,186.0,618.1969872445823,135.4584733992158,8.149036364561542,16.65411779534618,179
28.0,99.0,0.2,232.5,615.8031672445823,138.67585153742115,8.148955573136542,16.65411779534618,180
28.0,99.0,0.2,279.0,613.4093472445822,141.91855072074713,8.148874781711543,16.65411779534618,181
28.0,99.0,0.2,325.5,611.0155272445824,145.16460687002052,8.148793990286542,16.65411779534618,182
28.0,99.0,0.2,372.0,608.6217072445822,148.40293579958805,8.148713198861543,16.65411779534618,183
28.0,99.0,0.2,418.5,606.2278872445822,151.64819223855923,8.14863240743654,16.65411779534618,184
28.0,99.0,0.2,465.0,603.8340672445823,154.85628347671764,8.148551616011542,16.65411779534618,185
28.0,99.0,0.2,511.5,601.4402472445822,158.06790855470624,8.148470824586543,16.65411779534618,186
28.0,99.0,0.2,558.0,599.0464272445822,161.23928638489934,8.148390033161542,16.65411779534618,187
28.0,99.0,0.2,604.5,596.6526072445823,164.41282204641206,8.148309241736543,16.65411779534618,188
28.0,99.0,0.2,651.0,594.2587872445823,167.5737471897298,8.148228450311542,16.65411779534618,189
28.0,99.0,0.2,697.5,591.8649672445822,170.70561523782547,8.148147658886542,16.65411779534618,190
28.0,99.0,0.2,744.0,589.4711472445822,173.82337760942545,8.148066867461543,16.65411779534618,191
28.0,99.0,0.2,790.5,587.0773272445823,176.60344493211613,8.147986076036542,16.65411779534618,192
28.0,99.0,0.2,837.0,584.6835072445823,175.89332808007862,8.147905284611541,16.65411779534618,193
28.0,99.0,0.2,883.5,582.2896872445822,175.1986788706399,8.147824493186542,16.65411779534618,194
28.0,99.0,0.2,930.0,579.8958672445823,174.527585889763,8.147743701761542,16.65411779534618,195
28.0,99.0,0.2,976.5,577.5020472445823,173.8482601372528,8.147662910336543,16.65411779534618,196
28.0,99.0,0.2,1023.0,575.1082272445823,173.19435731128925,8.147582118911544,16.65411779534618,197
28.0,99.0,0.2,1069.5,572.7144072445823,172.53433401628624,8.147501327486541,16.65411779534618,198
28.0,99.0,0.2,1116.0,570.3205872445823,172.30198702326194,8.147420536061542,16.65411779534618,199
28.0,99.0,0.2,1162.5,567.9267672445823,172.30198702326194,8.147339744636541,16.65411779534618,200
28.0,99.0,0.2,1209.0,565.5329472445823,172.30198702326194,8.147258953211542,16.65411779534618,201
28.0,99.0,0.2,1255.5,563.1391272445823,172.30198702326194,8.147178161786542,16.65411779534618,202
28.0,99.0,0.2,1302.0,560.7453072445822,172.30198702326194,8.147097370361543,16.65411779534618,203
28.0,99.0,0.225,0.0,627.7722672445823,143.99042983349207,8.149359530261542,16.65411779534618,204
28.0,99.0,0.225,46.5,625.3784472445823,142.97233526473244,8.149278738836543,16.65411779534618,205
28.0,99.0,0.225,93.0,622.9846272445823,142.0369934830823,8.149197947411542,16.65411779534618,206
28.0,99.0,0.225,139.5,620.5908072445824,141.17773245579247,8.149117155986541,16.65411779534618,207
28.0,99.0,0.225,186.0,618.1969872445823,140.36294423706408,8.149036364561542,16.65411779534618,208
28.0,99.0,0.225,232.5,615.8031672445823,143.72483000039762,8.148955573136542,16.65411779534618,209
28.0,99.0,0.225,279.0,613.4093472445822,147.11372014139025,8.148874781711543,16.65411779534618,210
28.0,99.0,0.225,325.5,611.0155272445824,150.50596724833025,8.148793990286542,16.65411779534618,211
28.0,99.0,0.225,372.0,608.6217072445822,153.89048713556443,8.148713198861543,16.65411779534618,212
28.0,99.0,0.225,418.5,606.2278872445822,157.28193453220226,8.14863240743654,16.65411779534618,213
28.0,99.0,0.225,465.0,603.8340672445823,160.63621672802725,8.148551616011542,16.65411779534618,214
28.0,99.0,0.225,511.5,601.4402472445822,163.9940327636825,8.148470824586543,16.65411779534618,215
28.0,99.0,0.225,558.0,599.0464272445822,167.31160155154225,8.148390033161542,16.65411779534618,216
28.0,99.0,0.225,604.5,596.6526072445823,170.6313281707216,8.148309241736543,16.65411779534618,217
28.0,99.0,0.225,651.0,594.2587872445823,173.93844427170595,8.148228450311542,16.65411779534618,218
28.0,99.0,0.225,697.5,591.8649672445822,177.21650327746826,8.148147658886542,16.65411779534618,219
28.0,99.0,0.225,744.0,589.4711472445822,180.4804566067349,8.148066867461543,16.65411779534618,220
28.0,99.0,0.225,790.5,587.0773272445823,183.39425070759842,8.147986076036542,16.65411779534618,221
28.0,99.0,0.225,837.0,584.6835072445823,182.68413385556087,8.147905284611541,16.65411779534618,222
28.0,99.0,0.225,883.5,582.2896872445822,181.98948464612215,8.147824493186542,16.65411779534618,223
28.0,99.0,0.225,930.0,579.8958672445823,181.31839166524526,8.147743701761542,16.65411779534618,224
28.0,99.0,0.225,976.5,577.5020472445823,180.63906591273505,8.147662910336543,16.65411779534618,225
28.0,99.0,0.225,1023.0,575.1082272445823,179.98516308677154,8.147582118911544,16.65411779534618,226
28.0,99.0,0.225,1069.5,572.7144072445823,179.32513979176846,8.147501327486541,16.65411779534618,227
28.0,99.0,0.225,1116.0,570.3205872445823,179.0927927987442,8.147420536061542,16.65411779534618,228
28.0,99.0,0.225,1162.5,567.9267672445823,179.0927927987442,8.147339744636541,16.65411779534618,229
28.0,99.0,0.225,1209.0,565.5329472445823,179.0927927987442,8.147258953211542,16.65411779534618,230
28.0,99.0,0.225,1255.5,563.1391272445823,179.0927927987442,8.147178161786542,16.65411779534618,231
28.0,99.0,0.225,1302.0,560.7453072445822,179.0927927987442,8.147097370361543,16.65411779534618,232
28.0,99.0,0.25,0.0,627.7722672445823,148.89490067134037,8.149359530261542,16.65411779534618,233
28.0,99.0,0.25,46.5,625.3784472445823,147.87680610258073,8.149278738836543,16.65411779534618,234
28.0,99.0,0.25,93.0,622.9846272445823,146.9414643209306,8.149197947411542,16.65411779534618,235
28.0,99.0,0.25,139.5,620.5908072445824,146.08220329364076,8.149117155986541,16.65411779534618,236
28.0,99.0,0.25,186.0,618.1969872445823,145.26741507491238,8.149036364561542,16.65411779534618,237
28.0,99.0,0.25,232.5,615.8031672445823,148.7738084633741,8.148955573136542,16.65411779534618,238
28.0,99.0,0.25,279.0,613.4093472445822,152.30888956203336,8.148874781711543,16.65411779534618,239
28.0,99.0,0.25,325.5,611.0155272445824,155.84732762664,8.148793990286542,16.65411779534618,240
28.0,99.0,0.25,372.0,608.6217072445822,159.37803847154078,8.148713198861543,16.65411779534618,241
28.0,99.0,0.25,418.5,606.2278872445822,162.91567682584525,8.14863240743654,16.65411779534618,242
28.0,99.0,0.25,465.0,603.8340672445823,166.4161499793369,8.148551616011542,16.65411779534618,243
28.0,99.0,0.25,511.5,601.4402472445822,169.92015697265876,8.148470824586543,16.65411779534618,244
28.0,99.0,0.25,558.0,599.0464272445822,173.38391671818516,8.148390033161542,16.65411779534618,245
28.0,99.0,0.25,604.5,596.6526072445823,176.84983429503112,8.148309241736543,16.65411779534618,246
28.0,99.0,0.25,651.0,594.2587872445823,180.3031413536821,8.148228450311542,16.65411779534618,247
28.0,99.0,0.25,697.5,591.8649672445822,183.72739131711106,8.148147658886542,16.65411779534618,248
28.0,99.0,0.25,744.0,589.4711472445822,187.1375356040443,8.148066867461543,16.65411779534618,249
28.0,99.0,0.25,790.5,587.0773272445823,190.18505648308067,8.147986076036542,16.65411779534618,250
28.0,99.0,0.25,837.0,584.6835072445823,189.47493963104313,8.147905284611541,16.65411779534618,251
28.0,99.0,0.25,883.5,582.2896872445822,188.7802904216044,8.147824493186542,16.65411779534618,252
28.0,99.0,0.25,930.0,579.8958672445823,188.10919744072754,8.147743701761542,16.65411779534618,253
28.0,99.0,0.25,976.5,577.5020472445823,187.4298716882173,8.147662910336543,16.65411779534618,254
28.0,99.0,0.25,1023.0,575.1082272445823,186.7759688622538,8.147582118911544,16.65411779534618,255
28.0,99.0,0.25,1069.5,572.7144072445823,186.11594556725072,8.147501327486541,16.65411779534618,256
28.0,99.0,0.25,1116.0,570.3205872445823,185.88359857422645,8.147420536061542,16.65411779534618,257
28.0,99.0,0.25,1162.5,567.9267672445823,185.88359857422645,8.147339744636541,16.65411779534618,258
28.0,99.0,0.25,1209.0,565.5329472445823,185.88359857422645,8.147258953211542,16.65411779534618,259
28.0,99.0,0.25,1255.5,563.1391272445823,185.88359857422645,8.147178161786542,16.65411779534618,260
28.0,99.0,0.25,1302.0,560.7453072445822,185.88359857422645,8.147097370361543,16.65411779534618,261
28.0,99.0,0.275,0.0,627.7722672445823,153.79937150918866,8.149359530261542,16.65411779534618,262
28.0,99.0,0.275,46.5,625.3784472445823,152.78127694042902,8.149278738836543,16.65411779534618,263
28.0,99.0,0.275,93.0,622.9846272445823,151.84593515877893,8.149197947411542,16.65411779534618,264
28.0,99.0,0.275,139.5,620.5908072445824,150.98667413148905,8.149117155986541,16.65411779534618,265
28.0,99.0,0.275,186.0,618.1969872445823,150.17188591276067,8.149036364561542,16.65411779534618,266
28.0,99.0,0.275,232.5,615.8031672445823,153.82278692635057,8.148955573136542,16.65411779534618,267
28.0,99.0,0.275,279.0,613.4093472445822,157.50405898267644,8.148874781711543,16.65411779534618,268
28.0,99.0,0.275,325.5,611.0155272445824,161.18868800494974,8.148793990286542,16.65411779534618,269
28.0,99.0,0.275,372.0,608.6217072445822,164.86558980751715,8.148713198861543,16.65411779534618,270
28.0,99.0,0.275,418.5,606.2278872445822,168.54941911948825,8.14863240743654,16.65411779534618,271
28.0,99.0,0.275,465.0,603.8340672445823,172.1960832306465,8.148551616011542,16.65411779534618,272
28.0,99.0,0.275,511.5,601.4402472445822,175.84628118163502,8.148470824586543,16.65411779534618,273
28.0,99.0,0.275,558.0,599.0464272445822,179.45623188482804,8.148390033161542,16.65411779534618,274
28.0,99.0,0.275,604.5,596.6526072445823,183.06834041934064,8.148309241736543,16.65411779534618,275
28.0,99.0,0.275,651.0,594.2587872445823,186.66783843565827,8.148228450311542,16.65411779534618,276
28.0,99.0,0.275,697.5,591.8649672445822,190.23827935675385,8.148147658886542,16.65411779534618,277
